"id", "closed_at", "created_at", "state", "url"
10909, 2017-09-29 11:48:33, 2017-09-28 08:38:42, closed, https://api.github.com/repos/facebook/react/issues/10909
10987, 2017-10-02 17:52:26, 2017-09-30 10:24:07, closed, https://api.github.com/repos/facebook/react/issues/10987
10993, 2017-10-10 18:35:44, 2017-09-30 18:25:41, closed, https://api.github.com/repos/facebook/react/issues/10993
11010, 2017-10-10 15:54:59, 2017-10-01 14:57:47, closed, https://api.github.com/repos/facebook/react/issues/11010
11017, 2017-10-02 19:50:15, 2017-10-01 23:33:20, closed, https://api.github.com/repos/facebook/react/issues/11017
11058, 2017-12-12 01:11:54, 2017-10-03 00:28:54, closed, https://api.github.com/repos/facebook/react/issues/11058
11067, 2018-01-02 15:24:02, 2017-10-03 15:57:39, closed, https://api.github.com/repos/facebook/react/issues/11067
11103, 2017-10-05 19:59:44, 2017-10-05 00:58:59, closed, https://api.github.com/repos/facebook/react/issues/11103
11152, 2017-10-09 19:30:27, 2017-10-09 09:57:11, closed, https://api.github.com/repos/facebook/react/issues/11152
11159, 2017-10-11 18:05:49, 2017-10-09 15:48:25, closed, https://api.github.com/repos/facebook/react/issues/11159
11161, 2017-10-10 13:22:17, 2017-10-09 17:10:11, closed, https://api.github.com/repos/facebook/react/issues/11161
11236, 2017-10-18 13:54:06, 2017-10-16 15:10:37, closed, https://api.github.com/repos/facebook/react/issues/11236
11254, 2017-10-23 18:18:12, 2017-10-17 18:22:14, closed, https://api.github.com/repos/facebook/react/issues/11254
11348, 2017-10-24 16:11:04, 2017-10-24 12:35:22, closed, https://api.github.com/repos/facebook/react/issues/11348
11396, 2018-08-16 15:38:49, 2017-10-30 03:25:08, closed, https://api.github.com/repos/facebook/react/issues/11396
11441, 2017-11-03 16:16:56, 2017-11-03 14:22:34, closed, https://api.github.com/repos/facebook/react/issues/11441
11496, 2017-11-28 15:08:09, 2017-11-09 00:35:37, closed, https://api.github.com/repos/facebook/react/issues/11496
11532, 2018-01-05 21:09:52, 2017-11-12 11:12:05, closed, https://api.github.com/repos/facebook/react/issues/11532
11602, 2018-08-02 01:47:07, 2017-11-20 21:02:01, closed, https://api.github.com/repos/facebook/react/issues/11602
11609, None, 2017-11-21 14:24:38, open, https://api.github.com/repos/facebook/react/issues/11609
11674, None, 2017-11-27 21:29:06, open, https://api.github.com/repos/facebook/react/issues/11674
11678, None, 2017-11-27 23:55:54, open, https://api.github.com/repos/facebook/react/issues/11678
11687, 2018-08-14 20:35:31, 2017-11-28 20:33:31, closed, https://api.github.com/repos/facebook/react/issues/11687
11692, 2017-11-29 21:45:53, 2017-11-28 21:36:13, closed, https://api.github.com/repos/facebook/react/issues/11692
11726, 2017-12-06 15:23:37, 2017-11-30 19:53:33, closed, https://api.github.com/repos/facebook/react/issues/11726
11734, None, 2017-12-01 01:01:08, open, https://api.github.com/repos/facebook/react/issues/11734
11759, 2017-12-11 03:25:29, 2017-12-04 08:56:34, closed, https://api.github.com/repos/facebook/react/issues/11759
11761, 2018-01-05 18:08:21, 2017-12-04 14:51:21, closed, https://api.github.com/repos/facebook/react/issues/11761
11789, 2018-08-09 17:05:06, 2017-12-07 00:21:56, closed, https://api.github.com/repos/facebook/react/issues/11789
11795, 2017-12-10 02:06:42, 2017-12-07 16:52:54, closed, https://api.github.com/repos/facebook/react/issues/11795
11808, 2018-01-02 16:02:23, 2017-12-08 07:36:53, closed, https://api.github.com/repos/facebook/react/issues/11808
11826, None, 2017-12-11 13:20:59, open, https://api.github.com/repos/facebook/react/issues/11826
11827, None, 2017-12-11 16:08:07, open, https://api.github.com/repos/facebook/react/issues/11827
11862, 2018-01-05 18:49:58, 2017-12-15 12:26:55, closed, https://api.github.com/repos/facebook/react/issues/11862
11877, None, 2017-12-18 11:29:42, open, https://api.github.com/repos/facebook/react/issues/11877
11881, None, 2017-12-18 18:21:42, open, https://api.github.com/repos/facebook/react/issues/11881
11911, 2018-08-01 15:16:35, 2017-12-22 12:10:29, closed, https://api.github.com/repos/facebook/react/issues/11911
11916, 2018-04-04 10:18:36, 2017-12-23 10:00:50, closed, https://api.github.com/repos/facebook/react/issues/11916
11918, 2018-08-18 01:10:20, 2017-12-24 17:20:21, closed, https://api.github.com/repos/facebook/react/issues/11918
11955, 2018-01-07 20:15:43, 2018-01-03 15:16:26, closed, https://api.github.com/repos/facebook/react/issues/11955
11964, 2018-01-05 18:44:45, 2018-01-04 22:38:24, closed, https://api.github.com/repos/facebook/react/issues/11964
12009, 2018-01-12 02:03:48, 2018-01-11 23:50:47, closed, https://api.github.com/repos/facebook/react/issues/12009
12062, 2018-05-30 11:08:22, 2018-01-20 17:17:02, closed, https://api.github.com/repos/facebook/react/issues/12062
12106, 2018-01-27 23:03:55, 2018-01-27 15:52:20, closed, https://api.github.com/repos/facebook/react/issues/12106
12150, 2018-02-16 19:27:21, 2018-02-04 18:59:20, closed, https://api.github.com/repos/facebook/react/issues/12150
12182, 2018-02-08 22:23:42, 2018-02-08 06:34:51, closed, https://api.github.com/repos/facebook/react/issues/12182
12200, 2018-08-03 17:10:41, 2018-02-09 19:47:53, closed, https://api.github.com/repos/facebook/react/issues/12200
12218, 2018-03-12 21:23:47, 2018-02-12 22:13:26, closed, https://api.github.com/repos/facebook/react/issues/12218
12245, 2018-02-19 21:59:03, 2018-02-18 22:00:04, closed, https://api.github.com/repos/facebook/react/issues/12245
12246, 2018-03-29 00:44:59, 2018-02-18 23:59:08, closed, https://api.github.com/repos/facebook/react/issues/12246
12299, 2018-03-21 09:42:32, 2018-02-27 02:55:05, closed, https://api.github.com/repos/facebook/react/issues/12299
12334, None, 2018-03-06 10:30:40, open, https://api.github.com/repos/facebook/react/issues/12334
12349, 2018-03-12 17:42:17, 2018-03-09 09:16:39, closed, https://api.github.com/repos/facebook/react/issues/12349
12449, 2018-04-03 23:36:53, 2018-03-24 19:24:03, closed, https://api.github.com/repos/facebook/react/issues/12449
12474, 2018-03-29 01:18:10, 2018-03-28 15:03:46, closed, https://api.github.com/repos/facebook/react/issues/12474
12500, 2018-04-01 00:14:37, 2018-03-31 11:00:44, closed, https://api.github.com/repos/facebook/react/issues/12500
12506, 2018-06-11 13:35:43, 2018-03-31 14:45:51, closed, https://api.github.com/repos/facebook/react/issues/12506
12540, 2018-04-04 20:54:28, 2018-04-04 17:01:55, closed, https://api.github.com/repos/facebook/react/issues/12540
12551, 2018-04-26 19:59:18, 2018-04-05 09:18:08, closed, https://api.github.com/repos/facebook/react/issues/12551
12615, None, 2018-04-15 07:50:53, open, https://api.github.com/repos/facebook/react/issues/12615
12643, 2018-08-17 16:49:44, 2018-04-18 17:20:25, closed, https://api.github.com/repos/facebook/react/issues/12643
12651, 2018-04-19 19:05:20, 2018-04-19 18:14:40, closed, https://api.github.com/repos/facebook/react/issues/12651
12686, 2018-04-28 00:52:49, 2018-04-25 06:19:03, closed, https://api.github.com/repos/facebook/react/issues/12686
12688, 2018-04-26 18:47:35, 2018-04-25 14:16:43, closed, https://api.github.com/repos/facebook/react/issues/12688
12693, 2018-05-01 18:55:28, 2018-04-26 02:47:56, closed, https://api.github.com/repos/facebook/react/issues/12693
12694, 2018-04-28 19:52:31, 2018-04-26 06:50:06, closed, https://api.github.com/repos/facebook/react/issues/12694
12717, None, 2018-04-29 14:27:00, open, https://api.github.com/repos/facebook/react/issues/12717
12748, 2018-08-02 19:20:39, 2018-05-05 10:16:23, closed, https://api.github.com/repos/facebook/react/issues/12748
12765, 2018-07-04 20:01:40, 2018-05-08 14:15:22, closed, https://api.github.com/repos/facebook/react/issues/12765
12796, 2018-08-06 19:27:04, 2018-05-14 02:27:42, closed, https://api.github.com/repos/facebook/react/issues/12796
12830, 2018-05-16 21:11:47, 2018-05-16 19:03:06, closed, https://api.github.com/repos/facebook/react/issues/12830
12872, 2018-08-16 14:19:05, 2018-05-21 01:28:08, closed, https://api.github.com/repos/facebook/react/issues/12872
12926, 2018-05-31 21:23:27, 2018-05-29 16:00:41, closed, https://api.github.com/repos/facebook/react/issues/12926
12964, 2018-06-11 13:43:31, 2018-06-01 21:11:00, closed, https://api.github.com/repos/facebook/react/issues/12964
12968, 2018-06-13 16:56:04, 2018-06-02 11:04:11, closed, https://api.github.com/repos/facebook/react/issues/12968
13000, 2018-06-09 01:08:20, 2018-06-08 15:02:08, closed, https://api.github.com/repos/facebook/react/issues/13000
13141, 2018-07-03 16:47:40, 2018-07-03 07:38:43, closed, https://api.github.com/repos/facebook/react/issues/13141
13188, 2018-08-02 17:16:56, 2018-07-10 21:08:48, closed, https://api.github.com/repos/facebook/react/issues/13188
13222, 2018-08-03 17:05:26, 2018-07-17 10:29:34, closed, https://api.github.com/repos/facebook/react/issues/13222
13309, 2018-08-08 16:42:54, 2018-08-02 14:42:49, closed, https://api.github.com/repos/facebook/react/issues/13309
13424, None, 2018-08-17 16:41:41, open, https://api.github.com/repos/facebook/react/issues/13424
13425, 2018-08-17 17:13:47, 2018-08-17 16:48:43, closed, https://api.github.com/repos/facebook/react/issues/13425
13510, 2018-08-30 00:45:54, 2018-08-29 18:42:47, closed, https://api.github.com/repos/facebook/react/issues/13510
13512, 2018-09-01 19:00:00, 2018-08-29 19:29:58, closed, https://api.github.com/repos/facebook/react/issues/13512
13574, 2018-09-25 16:27:42, 2018-09-05 22:43:34, closed, https://api.github.com/repos/facebook/react/issues/13574
13610, 2018-09-13 18:38:14, 2018-09-10 17:13:49, closed, https://api.github.com/repos/facebook/react/issues/13610
13634, 2018-09-14 00:44:08, 2018-09-13 01:10:45, closed, https://api.github.com/repos/facebook/react/issues/13634
13648, 2018-09-14 15:44:15, 2018-09-14 08:15:25, closed, https://api.github.com/repos/facebook/react/issues/13648
